"ARK","CREATE_DATE","CREATED_BY","LAST_MODIFIED_DATE","LAST_MODIFIED_BY","PARENT_ARK","SEQUENCE","STATUS","TITLE","TYPE"
"21198/zz002k4qkv",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",15,"In progress","TAPE: NUMBER: VIII, Side One (June 4, 1995)","Audio"
"21198/zz002k4qnw",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",17,"In progress","TAPE: NUMBER: IX, Side One (June 4, 1995)","Audio"
"21198/zz002k4qmc",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",16,"In progress","TAPE: NUMBER: VIII, Side Two (June 4, 1995)","Audio"
"21198/zz002k4qqx",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",19,"In progress","TAPE: NUMBER: X, Side Two (June 5, 1995)","Audio"
"21198/zz002k4qpd",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",18,"In progress","TAPE: NUMBER: X, Side One (June 5, 1995)","Audio"
"21198/zz002k4qrf",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",20,"In progress","TAPE: NUMBER: XI, Side One (June 5, 1995)","Audio"
"21198/zz002k4qsz",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",21,"In progress","TAPE: NUMBER: XI, Side Two (June 5, 1995)","Audio"
"21198/zz002k4qv0",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",23,"In progress","TAPE: NUMBER: XII, Side Two (June 6, 1995)","Audio"
"21198/zz002k4qtg",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",22,"In progress","TAPE: NUMBER: XII, Side One (June 6, 1995)","Audio"
"21198/zz002k4qwh",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",24,"In progress","TAPE: NUMBER: XIII, Side One (July 29, 1995)","Audio"
"21198/zz002k4qx1",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",25,"In progress","TAPE: NUMBER: XIII, Side Two (July 29, 1995)","Audio"
"21198/zz002k4qzj",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",26,"In progress","TAPE: NUMBER: XIV, Side One (July 29, 1995)","Audio"
"21198/zz002k4r12",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",28,"In progress","TAPE: NUMBER: XV, Side One (July 30, 1995)","Audio"
"21198/zz002k4r0j",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",27,"In progress","TAPE: NUMBER: XIV, Side Two (July 29, 1995)","Audio"
"21198/zz002k4r2k",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",29,"In progress","TAPE: NUMBER: XV, Side Two (July 30, 1995)","Audio"
"21198/zz002k4r33",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",30,"In progress","TAPE: NUMBER: XVI, Side One (July 31, 1995)","Audio"
"21198/zz002k4r4m",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",31,"In progress","TAPE: NUMBER: XVI, Side Two (July 31, 1995)","Audio"
"21198/zz002k4r54",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",32,"In progress","TAPE: NUMBER: XVII, Side One (July 31, 1995)","Audio"
"21198/zz002k4r75",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",3,"In progress","TAPE NUMBER: I, Side Two (June 28, 1994)","Audio"
"21198/zz002k4r6n",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",2,"In progress","TAPE NUMBER: I, Side One (June 28, 1994)","Audio"
"21198/zz002k4r96",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",5,"In progress","TAPE NUMBER: II, Side Two (June 29, 1994)","Audio"
"21198/zz002k4r8p",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",4,"In progress","TAPE NUMBER: II, Side One (June 29, 1994)","Audio"
"21198/zz002k4rc7",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",7,"In progress","TAPE NUMBER: III, Side Two (June 29, 1994)","Audio"
"21198/zz002k4rbq",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",6,"In progress","TAPE NUMBER: III, Side One (June 29, 1994)","Audio"
"21198/zz002k4rf8",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",9,"In progress","TAPE NUMBER: IV, Side One (June 30, 1994)","Audio"
"21198/zz002k4rdr",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",8,"In progress","[Second Part](June 30, 1994)","Audio"
"21198/zz002k4rgs",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",10,"In progress","TAPE NUMBER: IV, Side Two (June 30, 1994)","Audio"
"21198/zz002k4rh9",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",11,"In progress","TAPE NUMBER: V, Side One (June 30, 1994)","Audio"
"21198/zz002k4rkb",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",13,"In progress","TAPE NUMBER: VI, Side One (July 1, 1994)","Audio"
"21198/zz002k4rjt",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",12,"In progress","TAPE NUMBER: V, Side Two (July 1, 1994)","Audio"
"21198/zz002k4rnc",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",15,"In progress","TAPE NUMBER: VII, Side One (July 2,1994)","Audio"
"21198/zz002k4rmv",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",14,"In progress","TAPE NUMBER: VI, Side Two (July 1, 1994)","Audio"
"21198/zz002k4rpw",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",16,"In progress","TAPE NUMBER: VII, Side Two (July 2, 1994)","Audio"
"21198/zz002k4rqd",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zphm",17,"In progress","TAPE NUMBER: VIII, Side One (July 2, 1994)","Audio"
"21198/zz002k4rrx",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp7g",2,"In progress","TAPE NUMBER: I, Side One (October 22, 1993)","Audio"
"21198/zz002k4rtz",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp7g",4,"In progress","TAPE NUMBER: II, Side One (October 22, 1993)","Audio"
"21198/zz002k4rsf",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp7g",3,"In progress","TAPE NUMBER: I, Side Two (October 22, 1993)","Audio"
"21198/zz002k4rw0",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp7g",6,"In progress","TAPE NUMBER: III, Side Two (October 23, 1993)","Audio"
"21198/zz002k4rvg",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp7g",5,"In progress","TAPE NUMBER: III, Side One (October 23, 1993)","Audio"
"21198/zz002k4rz1",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp7g",8,"In progress","TAPE NUMBER: IV, Side Two (October 23, 1993)","Audio"
"21198/zz002k4rxh",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp7g",7,"In progress","TAPE NUMBER: IV, Side One (October 23, 1993)","Audio"
"21198/zz002k4s01",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp7g",9,"In progress","TAPE NUMBER: V, Side One (October 23, 1993)","Audio"
"21198/zz002k4s1j",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp7g",10,"In progress","TAPE NUMBER: V, Side Two (October 23, 1993)","Audio"
"21198/zz002k4s22",09-SEP-15,"nehodge@library.ucla.edu",23-SEP-20,"oralhistory@library.ucla.edu","21198/zz0008zp7g",11,"In progress","TAPE NUMBER: VI, Side One (October 23, 1993)","Audio"
"21198/zz002k4s3k",09-SEP-15,"nehodge@library.ucla.edu",23-SEP-20,"oralhistory@library.ucla.edu","21198/zz0008zp7g",12,"In progress","TAPE NUMBER: VI, Side Two (October 23, 1993)","Audio"
"21198/zz002k4s43",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",1,"In progress","TAPE NUMBER: I, Side One (February 13, 1975)","Audio"
"21198/zz002k4s5m",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",2,"In progress","TAPE NUMBER: I, Side Two (February 13, 1975)","Audio"
"21198/zz002k4s7n",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",4,"In progress","[Second Part] (August 5, 1976)","Audio"
"21198/zz002k4s64",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",3,"In progress","TAPE NUMBER: II, Side One (February 13, 1975)","Audio"
"21198/zz002k4s85",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",5,"In progress","TAPE NUMBER: II, Side Two (August 5, 1976)","Audio"
"21198/zz002k4s9p",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",6,"In progress","TAPE NUMBER: III, Side One (August 5, 1976)","Audio"
"21198/zz002k4scq",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",8,"In progress","TAPE NUMBER: III, Side Two (August 12, 1976)","Audio"
"21198/zz002k4sb6",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",7,"In progress","[Second Part] (August 12, 1976)","Audio"
"21198/zz002k4sfr",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",10,"In progress","[Second Part] (August 19, 1976)","Audio"
"21198/zz002k4sd7",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",9,"In progress","TAPE NUMBER: IV, Side One (August 12, 1976)","Audio"
"21198/zz002k4sg8",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",11,"In progress","TAPE NUMBER: IV, Side Two (August 19, 1976)","Audio"
"21198/zz002k4shs",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",12,"In progress","TAPE NUMBER: V, Side One (August 19, 1976)","Audio"
"21198/zz002k4skt",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",14,"In progress","TAPE NUMBER: V, Side Two (August 26, 1976)","Audio"
"21198/zz002k4sj9",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",13,"In progress","[Second Part] (August 26, 1976)","Audio"
"21198/zz002k4snv",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",16,"In progress","TAPE NUMBER: VI, Side Two (August 26, 1976)","Audio"
"21198/zz002k4smb",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",15,"In progress","TAPE NUMBER: VI, Side One (August 26, 1976)","Audio"
"21198/zz002k4spc",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",17,"In progress","TAPE NUMBER: VII, Side One (September 3, 1976)","Audio"
"21198/zz002k4sqw",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",18,"In progress","TAPE NUMBER: VII, Side Two (September 3, 1976)","Audio"
"21198/zz002k4srd",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",19,"In progress","TAPE NUMBER: VIII, Side One (September 3, 1976)","Audio"
"21198/zz002k4ssx",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",20,"In progress","TAPE NUMBER: VIII, Side Two (September 16, 1976)","Audio"
"21198/zz002k4stf",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",21,"In progress","TAPE NUMBER: IX, Side One (September 16, 1976)","Audio"
"21198/zz002k4svz",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",22,"In progress","TAPE NUMBER: IX, Side Two (September 16, 1976)","Audio"
"21198/zz002k4swg",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",23,"In progress","[Second Part] (September 15, 1978)","Audio"
"21198/zz002k4sx0",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",24,"In progress","TAPE NUMBER: X, Side One (September 15, 1978)","Audio"
"21198/zz002k4szh",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",25,"In progress","TAPE NUMBER: X, Side Two (September 20, 1978)","Audio"
"21198/zz002k4t0h",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",26,"In progress","TAPE NUMBER: XI, Side One (September 29, 1978)","Audio"
"21198/zz002k4t11",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",27,"In progress","TAPE NUMBER: XI, Side Two (September 20, 1978)","Audio"
"21198/zz002k4t2j",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",28,"In progress","[Second Part] (October 3, 1978)","Audio"
"21198/zz002k4t32",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",29,"In progress","TAPE NUMBER: XII, Side One (October 3, 1978)","Audio"
"21198/zz002k4t53",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",31,"In progress","TAPE NUMBER: XIII, Side One (November 8, 1978)","Audio"
"21198/zz002k4t4k",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",30,"In progress","TAPE NUMBER: XII, Side Two (October 3, 1978)","Audio"
"21198/zz002k4t74",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",33,"In progress","TAPE NUMBER: XIV, Side One (November 8, 1978)","Audio"
"21198/zz002k4t6m",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",32,"In progress","TAPE NUMBER: XIII, Side Two (November 8, 1978)","Audio"
"21198/zz002k4t8n",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",34,"In progress","TAPE NUMBER: XIV, Side Two (November 15, 1978)","Audio"
"21198/zz002k4t95",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",47,"In progress","TAPE NUMBER: XXI, Side One (December 22, 1978)","Audio"
"21198/zz002k4tc6",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",49,"In progress","TAPE NUMBER: XXII, Side One (December 22, 1978)","Audio"
"21198/zz002k4tbp",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",48,"In progress","TAPE NUMBER: XXI, Side Two (December 22, 1978)","Audio"
"21198/zz002k4tf7",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",51,"In progress","TAPE NUMBER: XXIII, Side One (January 3, 1979)","Audio"
"21198/zz002k4tdq",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",50,"In progress","TAPE NUMBER: XXII, Side Two (January 3, 1979)","Audio"
"21198/zz002k4tgr",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",52,"In progress","TAPE NUMBER: XXIII, Side Two (January 3, 1979)","Audio"
"21198/zz002k4th8",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",53,"In progress","TAPE NUMBER: XXIV, Side One (January 9, 1979)","Audio"
"21198/zz002k4tk9",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",55,"In progress","TAPE NUMBER: XXV, Side One (January 9, 1979)","Audio"
"21198/zz002k4tjs",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",54,"In progress","TAPE NUMBER: XXIV, Side Two (January 9, 1979)","Audio"
"21198/zz002k4tmt",09-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zc11",56,"In progress","TAPE NUMBER: XXV [Video session] (January 26, 1979)","Audio"
"21198/zz002k4tnb",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",2,"In progress","TAPE NUMBER: I, Side One (April 15, 1988)","Audio"
"21198/zz002k4tpv",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",3,"In progress","TAPE NUMBER: I, Side Two (April 15, 1988)","Audio"
"21198/zz002k4tqc",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",4,"In progress","TAPE NUMBER: II, Side One (April 15, 1988)","Audio"
"21198/zz002k4tsd",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",6,"In progress","TAPE NUMBER: III, Side One (April 25, 1988)","Audio"
"21198/zz002k4trw",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",5,"In progress","TAPE NUMBER: II, Side Two (April 15, 1988)","Audio"
"21198/zz002k4ttx",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",7,"In progress","TAPE NUMBER: III, Side Two (April 25, 1988)","Audio"
"21198/zz002k4tvf",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",8,"In progress","TAPE NUMBER: IV, Side One (April 25, 1988)","Audio"
"21198/zz002k4txg",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",10,"In progress","TAPE NUMBER: V, Side One (May 17, 1988)","Audio"
"21198/zz002k4twz",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",9,"In progress","TAPE NUMBER: IV, Side Two (April 25, 1988)","Audio"
"21198/zz002k4tz0",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",11,"In progress","TAPE NUMBER: V, Side Two (May 17, 1988)","Audio"
"21198/zz002k4v00",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",12,"In progress","TAPE NUMBER: VI, Side One (May 17, 1988)","Audio"
"21198/zz002k4v1h",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",13,"In progress","TAPE NUMBER: VII, Side One (October 18, 1988)","Audio"
"21198/zz002k4v21",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",14,"In progress","TAPE NUMBER: VII, Side Two (October 18, 1988)","Audio"
"21198/zz002k4v3j",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",15,"In progress","TAPE NUMBER: VIII, Side One (October 27, 1988)","Audio"
"21198/zz002k4v5k",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",17,"In progress","TAPE NUMBER: IX, Side One (October 27, 1988)","Audio"
"21198/zz002k4v42",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zk1x",16,"In progress","TAPE NUMBER: VIII, Side Two (October 27, 1988)","Audio"
"21198/zz002k4v63",10-SEP-15,"nehodge@library.ucla.edu",21-APR-20,"oralhistory@library.ucla.edu","21198/zz0008zjzd",1,"In progress","TAPE NUMBER: I, Side One (August 20, 1988)","Audio"
"21198/zz002k4v7m",10-SEP-15,"nehodge@library.ucla.edu",21-APR-20,"oralhistory@library.ucla.edu","21198/zz0008zjzd",2,"In progress","TAPE NUMBER: I, Side Two (August 20, 1988)","Audio"
"21198/zz002k4v84",10-SEP-15,"nehodge@library.ucla.edu",21-APR-20,"oralhistory@library.ucla.edu","21198/zz0008zjzd",3,"In progress","TAPE NUMBER: II, Side One (September 2, 1988)","Audio"
"21198/zz002k4v9n",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zjxw",2,"In progress","TAPE NUMBER: I, Side One (March 4, 1988)","Audio"
"21198/zz002k4vcp",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zjxw",4,"In progress","TAPE NUMBER: II, Side One (March 4, 1988)","Audio"
"21198/zz002k4vb5",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zjxw",3,"In progress","TAPE NUMBER: I, Side Two (March 4, 1988)","Audio"
"21198/zz002k4vfq",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zjxw",6,"In progress","TAPE NUMBER: III, Side Two (March 8, 1988)","Audio"
"21198/zz002k4vd6",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zjxw",5,"In progress","TAPE NUMBER: III, Side One (March 8, 1988)","Audio"
"21198/zz002k4vg7",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zjxw",7,"In progress","TAPE NUMBER: IV, Side One (March 14, 1988)","Audio"
"21198/zz002k4vhr",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zjxw",8,"In progress","TAPE NUMBER: IV, Side Two (March 14, 1988)","Audio"
"21198/zz002k4vj8",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zjxw",9,"In progress","TAPE NUMBER: V, Side One (March 21, 1988)","Audio"
"21198/zz002k4vks",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zjxw",10,"In progress","TAPE NUMBER: V, Side Two (March 21, 1988)","Audio"
"21198/zz002k4vnt",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zjxw",12,"In progress","TAPE NUMBER: VII, Side One (April 4, 1988)","Audio"
"21198/zz002k4vm9",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zjxw",11,"In progress","TAPE NUMBER: VI, Side One (March 21, 1988)","Audio"
"21198/zz002k4vpb",10-SEP-15,"nehodge@library.ucla.edu",10-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zjxw",13,"In progress","TAPE NUMBER: VII, Side Two (April 4, 1988)","Audio"
